measurement_id,station_id,measurement_date,mode,pressure,flow,temperature,vibration
449,101,2025-03-24,peak,61.84,1268.51,13.7,0.809
450,101,2025-03-25,normal,62.63,1104.65,15.47,0.773
451,101,2025-03-26,peak,62.21,1237.1,16.7,0.814
452,101,2025-03-27,normal,63.52,1124.66,20.11,0.607
453,101,2025-03-28,normal,61.66,1070.05,12.74,0.496
454,101,2025-03-29,normal,62.44,1069.2,19.22,0.649
455,101,2025-03-30,repair,59.56,938.61,15.83,1.074
456,101,2025-03-31,stress,66.6,1135.38,14.83,1.231
457,101,2025-04-01,normal,61.82,1101.66,18.49,0.711
458,101,2025-04-02,normal,59.4,1104.6,11.09,0.729
459,101,2025-04-03,normal,63.12,1049.94,12.81,0.663
460,101,2025-04-04,normal,61.53,1086.68,22.57,0.694
461,101,2025-04-05,peak,65.15,1268.92,16.31,0.64
462,101,2025-04-06,normal,62.92,1045.09,16.59,0.61
463,101,2025-04-07,normal,63.03,1105.94,18.59,0.646
464,101,2025-04-08,stress,64.43,1032.33,17.8,1.218
465,101,2025-04-09,normal,64.09,1139.31,15.52,0.629
466,101,2025-04-10,normal,65.18,1135.12,20.42,0.632
467,101,2025-04-11,normal,62.91,1036.28,17.68,0.642
468,101,2025-04-12,normal,61.6,984.64,19.55,0.61
469,101,2025-04-13,peak,63.87,1196.16,20.42,0.664
470,101,2025-04-14,normal,62.8,1052.45,15.38,0.685
471,101,2025-04-15,normal,61.96,1000.5,20.71,0.557
472,101,2025-04-16,normal,60.99,1030.17,18.42,0.638
473,101,2025-04-17,peak,64.62,1186.52,21.78,0.766
474,101,2025-04-18,stress,64.82,1045.09,20.49,1.182
475,101,2025-04-19,stress,65.27,1072.68,23.54,1.11
476,101,2025-04-20,peak,65.44,1252.7,18.66,0.719
477,101,2025-04-21,normal,59.34,999.65,19.91,0.733
478,101,2025-04-22,normal,62.33,1112.69,25.38,0.616
479,101,2025-04-23,normal,64.11,1010.99,23.23,0.593
480,101,2025-04-24,normal,61.73,1031.66,19.02,0.663
481,101,2025-04-25,normal,61.93,1069.96,22.65,0.595
482,101,2025-04-26,normal,63.32,1165.47,20.78,0.623
483,101,2025-04-27,repair,60.25,865.44,20.93,1.028
484,101,2025-04-28,repair,58.84,888.42,24.21,0.965
485,101,2025-04-29,normal,59.8,1016.4,19.34,0.64
486,101,2025-04-30,normal,61.2,1034.09,21.46,0.721
487,101,2025-05-01,normal,62.02,1045.23,21.67,0.666
488,101,2025-05-02,stress,64.91,1098.39,18.35,1.214
489,101,2025-05-03,peak,63.85,1260.29,21.07,0.76
490,101,2025-05-04,normal,61.9,1056.17,23.44,0.695
491,101,2025-05-05,normal,62.12,1090.76,21.84,0.69
492,101,2025-05-06,normal,63.54,1143.05,23.3,0.528
493,101,2025-05-07,normal,63.49,1079.34,24.3,0.704
494,101,2025-05-08,normal,63.52,1092.54,27.27,0.668
495,101,2025-05-09,peak,63.49,1164.02,27.85,0.76
496,101,2025-05-10,repair,59.41,853.88,24.29,1.077
497,101,2025-05-11,normal,60.0,1047.28,28.36,0.636
498,101,2025-05-12,stress,68.15,1115.69,24.45,1.194
499,101,2025-05-13,normal,61.49,1097.69,25.95,0.662
500,101,2025-05-14,stress,65.8,1128.1,23.01,1.116
501,101,2025-05-15,normal,62.74,1070.93,25.96,0.631
502,101,2025-05-16,normal,61.89,1033.49,24.53,0.759
503,101,2025-05-17,normal,62.51,987.53,25.12,0.624
504,101,2025-05-18,normal,62.38,1036.23,20.89,0.694
505,101,2025-05-19,stress,67.59,1098.65,25.74,1.286
506,101,2025-05-20,normal,63.22,1013.58,26.22,0.672
507,101,2025-05-21,normal,62.72,1135.09,27.31,0.729
508,101,2025-05-22,stress,65.77,1097.57,24.24,1.152
509,101,2025-05-23,normal,63.48,1009.79,28.29,0.643
510,101,2025-05-24,peak,64.45,1214.61,26.46,0.828
511,101,2025-05-25,stress,66.4,1049.55,31.14,1.234
512,101,2025-05-26,stress,63.83,1049.35,29.22,1.214
513,101,2025-05-27,peak,64.9,1154.35,29.71,0.747
514,101,2025-05-28,normal,63.21,1010.32,24.53,0.637
515,101,2025-05-29,normal,60.32,980.46,28.62,0.615
516,101,2025-05-30,normal,59.71,1017.48,26.89,0.699
517,101,2025-05-31,stress,67.55,1051.7,25.49,1.297
518,101,2025-06-01,normal,61.19,1036.27,30.06,0.729
519,101,2025-06-02,peak,63.67,1175.05,24.99,0.745
520,101,2025-06-03,stress,67.15,1121.97,26.52,1.199
521,101,2025-06-04,stress,65.08,1097.93,27.12,1.149
522,101,2025-06-05,peak,65.32,1164.11,30.99,0.725
523,101,2025-06-06,peak,66.28,1129.37,23.27,0.828
524,101,2025-06-07,normal,61.75,1016.79,28.1,0.596
525,101,2025-06-08,normal,62.28,1000.26,26.03,0.629
526,101,2025-06-09,peak,63.16,1172.62,26.74,0.733
527,101,2025-06-10,normal,61.03,1063.9,30.82,0.623
528,101,2025-06-11,normal,61.46,1051.08,31.15,0.676
529,101,2025-06-12,normal,62.35,1083.6,27.26,0.703
530,101,2025-06-13,stress,63.88,1076.69,23.92,1.185
531,101,2025-06-14,normal,59.5,987.28,25.54,0.645
532,101,2025-06-15,stress,67.28,1106.76,28.93,1.219
533,101,2025-06-16,peak,62.65,1197.68,25.41,0.794
534,101,2025-06-17,repair,59.2,848.02,28.76,0.841
535,101,2025-06-18,normal,61.52,1032.42,29.44,0.644
536,101,2025-06-19,normal,61.48,1036.55,28.15,0.657
537,101,2025-06-20,normal,60.38,1040.32,30.74,0.553
538,101,2025-06-21,peak,62.76,1149.22,25.91,0.739
539,101,2025-06-22,stress,63.95,1023.53,25.03,1.293
540,101,2025-06-23,peak,63.37,1147.36,25.81,0.735
541,101,2025-06-24,repair,60.48,819.95,29.3,0.952
542,101,2025-06-25,normal,62.82,1076.16,30.15,0.622
543,101,2025-06-26,normal,62.42,1046.68,26.96,0.559
544,101,2025-06-27,normal,62.78,986.03,29.21,0.666
545,101,2025-06-28,peak,64.3,1134.9,24.21,0.72
546,101,2025-06-29,normal,60.89,1004.68,23.73,0.745
547,101,2025-06-30,normal,62.45,1067.6,28.96,0.635
548,102,2024-01-01,peak,58.4,1266.24,-1.59,0.621
549,102,2024-01-02,normal,55.89,1104.2,-3.55,0.561
550,102,2024-01-03,normal,56.98,1064.18,-2.38,0.538
551,102,2024-01-04,normal,56.4,1103.81,-2.51,0.508
552,102,2024-01-05,peak,59.59,1211.04,-1.34,0.63
553,102,2024-01-06,normal,56.1,1054.51,-0.59,0.577
554,102,2024-01-07,normal,55.97,1065.12,0.74,0.461
555,102,2024-01-08,normal,55.48,1044.04,-2.63,0.523
556,102,2024-01-09,normal,56.69,1046.95,-4.35,0.573
557,102,2024-01-10,normal,57.42,1018.37,-1.36,0.568
558,102,2024-01-11,normal,56.75,1059.03,1.28,0.62
559,102,2024-01-12,normal,58.88,1036.3,-0.04,0.581
560,102,2024-01-13,peak,59.11,1189.35,-0.64,0.65
561,102,2024-01-14,repair,54.12,877.65,0.36,0.914
562,102,2024-01-15,stress,60.05,1067.66,-2.27,1.065
563,102,2024-01-16,peak,59.56,1188.02,1.14,0.697
564,102,2024-01-17,normal,56.27,1107.32,-1.2,0.546
565,102,2024-01-18,peak,57.86,1150.53,0.06,0.608
566,102,2024-01-19,normal,55.88,1026.5,-0.01,0.604
567,102,2024-01-20,stress,61.13,1044.74,-1.84,1.046
568,102,2024-01-21,normal,56.95,998.29,-2.77,0.518
569,102,2024-01-22,normal,57.27,1070.83,1.02,0.572
570,102,2024-01-23,repair,54.17,890.67,0.54,0.896
571,102,2024-01-24,stress,60.48,1073.61,0.53,1.087
572,102,2024-01-25,normal,56.35,1042.88,-1.11,0.491
573,102,2024-01-26,normal,56.98,1037.05,1.47,0.517
574,102,2024-01-27,normal,57.81,1046.18,-0.38,0.542
575,102,2024-01-28,stress,60.8,1062.15,1.35,1.071
576,102,2024-01-29,peak,58.7,1127.45,1.21,0.721
577,102,2024-01-30,normal,58.55,1031.89,2.29,0.511
578,102,2024-01-31,normal,55.89,1042.38,-0.16,0.578
579,102,2024-02-01,normal,57.24,1022.05,0.61,0.51
580,102,2024-02-02,repair,55.33,910.41,0.06,0.778
581,102,2024-02-03,peak,60.16,1178.63,0.25,0.708
582,102,2024-02-04,normal,57.06,1051.45,1.45,0.55
583,102,2024-02-05,peak,59.43,1210.23,3.78,0.592
584,102,2024-02-06,normal,56.81,987.55,-1.47,0.499
585,102,2024-02-07,normal,57.22,1064.22,5.45,0.488
586,102,2024-02-08,normal,57.35,1037.68,2.48,0.475
587,102,2024-02-09,repair,53.82,936.24,2.57,0.933
588,102,2024-02-10,peak,58.98,1171.37,3.02,0.654
589,102,2024-02-11,peak,57.84,1165.33,2.83,0.615
590,102,2024-02-12,normal,57.23,1101.36,2.91,0.551
591,102,2024-02-13,normal,56.81,1062.96,6.06,0.55
592,102,2024-02-14,normal,57.89,1102.97,3.56,0.639
593,102,2024-02-15,normal,56.52,1021.71,7.72,0.574
594,102,2024-02-16,normal,58.35,1075.4,7.33,0.477
595,102,2024-02-17,stress,60.61,1034.14,6.06,1.079
596,102,2024-02-18,normal,59.25,1044.9,3.83,0.545
597,102,2024-02-19,normal,56.74,1036.55,6.5,0.556
598,102,2024-02-20,stress,60.58,1030.81,2.96,1.152
599,102,2024-02-21,normal,56.6,1048.78,5.23,0.571
600,102,2024-02-22,normal,56.57,1060.95,5.27,0.564
601,102,2024-02-23,normal,57.69,1083.8,6.47,0.546
602,102,2024-02-24,normal,56.57,1050.15,7.98,0.536
603,102,2024-02-25,normal,56.9,1057.43,5.52,0.561
604,102,2024-02-26,normal,58.21,1091.77,8.02,0.502
605,102,2024-02-27,normal,57.26,1037.83,4.73,0.522
606,102,2024-02-28,stress,60.64,1076.16,8.8,1.099
607,102,2024-02-29,peak,59.38,1171.36,7.1,0.651
608,102,2024-03-01,normal,59.14,1024.98,8.75,0.549
609,102,2024-03-02,peak,60.05,1214.65,6.17,0.64
610,102,2024-03-03,normal,56.38,1077.83,7.06,0.495
611,102,2024-03-04,normal,56.93,1033.96,9.3,0.493
612,102,2024-03-05,repair,54.83,894.43,10.37,0.863
613,102,2024-03-06,normal,56.88,1098.26,6.7,0.595
614,102,2024-03-07,peak,61.11,1192.46,7.15,0.619
615,102,2024-03-08,stress,62.22,1077.99,9.15,1.122
616,102,2024-03-09,normal,56.32,1021.22,9.72,0.591
617,102,2024-03-10,peak,60.04,1181.95,10.82,0.613
618,102,2024-03-11,normal,56.74,1007.54,10.39,0.548
619,102,2024-03-12,normal,57.93,1049.41,11.01,0.539
620,102,2024-03-13,stress,60.76,1087.38,11.45,1.063
621,102,2024-03-14,normal,56.94,1026.19,8.75,0.593
622,102,2024-03-15,peak,60.01,1226.74,10.55,0.766
623,102,2024-03-16,normal,57.71,1028.52,11.74,0.575
624,102,2024-03-17,peak,60.93,1176.0,11.83,0.603
625,102,2024-03-18,normal,57.39,1021.17,10.36,0.651
626,102,2024-03-19,normal,56.26,1017.92,11.81,0.563
627,102,2024-03-20,normal,58.1,1018.75,12.72,0.504
628,102,2024-03-21,stress,60.54,1037.56,14.17,1.119
629,102,2024-03-22,peak,59.51,1187.86,9.76,0.676
630,102,2024-03-23,normal,58.08,1045.84,11.3,0.479
631,102,2024-03-24,normal,58.05,1053.96,10.93,0.5
632,102,2024-03-25,normal,57.25,994.76,11.1,0.507
633,102,2024-03-26,peak,58.39,1159.55,15.45,0.587
634,102,2024-03-27,normal,58.45,1020.2,13.01,0.589
635,102,2024-03-28,normal,58.52,1043.61,13.65,0.56
636,102,2024-03-29,normal,58.46,1015.02,14.53,0.538
637,102,2024-03-30,normal,56.73,1058.89,15.49,0.486
638,102,2024-03-31,normal,59.54,1057.71,17.33,0.544
639,102,2024-04-01,normal,56.0,1035.68,14.25,0.503
640,102,2024-04-02,normal,58.13,986.26,14.74,0.603
641,102,2024-04-03,normal,58.35,1013.09,16.63,0.586
642,102,2024-04-04,normal,58.39,993.33,17.82,0.505
643,102,2024-04-05,normal,57.83,1039.21,16.79,0.506
644,102,2024-04-06,normal,58.36,1029.92,18.37,0.539
645,102,2024-04-07,normal,58.45,1013.3,17.29,0.514
646,102,2024-04-08,normal,56.86,1013.47,17.15,0.495
647,102,2024-04-09,normal,59.01,1008.34,17.86,0.427
648,102,2024-04-10,normal,57.35,998.23,19.24,0.527
649,102,2024-04-11,normal,57.3,966.15,15.83,0.58
650,102,2024-04-12,normal,56.97,1008.62,20.81,0.572
651,102,2024-04-13,peak,60.5,1128.13,19.84,0.584
652,102,2024-04-14,normal,57.28,989.15,18.05,0.552
653,102,2024-04-15,normal,58.11,1001.07,19.66,0.559
654,102,2024-04-16,normal,57.25,1021.23,19.78,0.626
655,102,2024-04-17,repair,55.77,924.16,19.95,0.911
656,102,2024-04-18,normal,56.76,1002.71,18.49,0.567
657,102,2024-04-19,normal,57.75,1045.59,20.98,0.534
658,102,2024-04-20,peak,60.48,1165.88,17.13,0.628
659,102,2024-04-21,normal,58.31,1038.99,20.47,0.565
660,102,2024-04-22,stress,60.85,1039.83,20.25,1.089
661,102,2024-04-23,normal,57.29,1013.11,19.97,0.53
662,102,2024-04-24,normal,56.7,964.35,20.07,0.572
663,102,2024-04-25,stress,62.11,1003.14,20.48,1.101
664,102,2024-04-26,normal,58.1,983.08,21.18,0.558
665,102,2024-04-27,peak,58.69,1128.62,16.81,0.615
666,102,2024-04-28,normal,56.75,1012.42,21.39,0.447
667,102,2024-04-29,normal,56.82,1020.79,19.56,0.542
668,102,2024-04-30,normal,57.88,1009.75,21.46,0.477
669,102,2024-05-01,peak,58.89,1135.21,21.07,0.666
670,102,2024-05-02,peak,58.53,1126.78,22.64,0.654
671,102,2024-05-03,normal,57.04,1001.87,23.16,0.54
672,102,2024-05-04,peak,58.0,1118.67,20.87,0.569
673,102,2024-05-05,normal,56.71,1019.13,23.81,0.503
674,102,2024-05-06,normal,56.0,987.68,23.66,0.575
675,102,2024-05-07,normal,58.51,957.85,21.12,0.57
676,102,2024-05-08,peak,59.19,1177.95,24.17,0.639
677,102,2024-05-09,stress,59.65,1038.3,22.93,1.045
678,102,2024-05-10,peak,59.53,1155.82,23.91,0.691
679,102,2024-05-11,normal,57.48,1028.53,22.24,0.657
680,102,2024-05-12,peak,59.7,1142.47,27.11,0.673
681,102,2024-05-13,repair,56.08,807.1,24.34,0.838
682,102,2024-05-14,normal,57.01,998.98,23.85,0.62
683,102,2024-05-15,normal,57.6,997.27,23.85,0.586
684,102,2024-05-16,normal,57.19,1022.67,23.73,0.539
685,102,2024-05-17,normal,58.16,1049.43,25.95,0.601
686,102,2024-05-18,normal,57.75,966.57,24.52,0.572
687,102,2024-05-19,stress,60.12,990.32,22.75,1.111
688,102,2024-05-20,repair,56.01,758.12,27.5,0.929
689,102,2024-05-21,normal,57.26,1022.74,26.19,0.487
690,102,2024-05-22,stress,59.47,1019.54,27.29,1.091
691,102,2024-05-23,stress,62.09,1053.05,27.69,1.127
692,102,2024-05-24,normal,58.14,997.23,25.79,0.531
693,102,2024-05-25,normal,56.67,981.02,26.15,0.6
694,102,2024-05-26,normal,58.35,1019.22,25.48,0.565
695,102,2024-05-27,normal,58.62,1005.99,24.0,0.547
696,102,2024-05-28,normal,57.32,1000.05,26.96,0.498
697,102,2024-05-29,peak,57.92,1098.89,27.93,0.655
698,102,2024-05-30,normal,57.84,984.45,26.27,0.568
699,102,2024-05-31,stress,61.28,1011.71,23.72,1.053
700,102,2024-06-01,normal,57.77,947.34,23.87,0.536
701,102,2024-06-02,normal,57.27,1021.78,27.07,0.56
702,102,2024-06-03,repair,55.53,794.46,27.99,0.857
703,102,2024-06-04,peak,59.4,1109.11,27.3,0.63
704,102,2024-06-05,normal,58.78,1012.89,25.45,0.564
705,102,2024-06-06,normal,56.37,1011.96,23.95,0.579
706,102,2024-06-07,normal,57.2,993.7,27.78,0.506
707,102,2024-06-08,normal,57.47,945.75,26.59,0.597
708,102,2024-06-09,stress,61.78,982.16,27.73,1.126
709,102,2024-06-10,normal,58.03,990.99,26.84,0.515
710,102,2024-06-11,normal,57.63,985.5,27.92,0.485
711,102,2024-06-12,normal,59.1,982.0,26.93,0.553
712,102,2024-06-13,normal,56.43,985.14,25.75,0.518
713,102,2024-06-14,stress,62.32,1065.27,27.83,1.075
714,102,2024-06-15,peak,58.56,1092.27,24.18,0.698
715,102,2024-06-16,normal,59.37,938.56,29.54,0.543
716,102,2024-06-17,normal,55.85,1019.63,28.44,0.539
717,102,2024-06-18,normal,56.6,960.92,26.38,0.464
718,102,2024-06-19,normal,58.28,957.1,27.73,0.53
719,102,2024-06-20,peak,58.3,1081.57,28.89,0.638
720,102,2024-06-21,repair,54.56,770.03,29.17,0.917
721,102,2024-06-22,peak,59.86,1087.51,26.93,0.633
722,102,2024-06-23,stress,60.77,1048.9,27.51,1.035
723,102,2024-06-24,normal,58.62,972.95,26.04,0.529
724,102,2024-06-25,normal,58.4,964.05,29.34,0.543
725,102,2024-06-26,peak,59.14,1129.3,28.24,0.666
726,102,2024-06-27,stress,60.8,1064.33,25.53,1.091
727,102,2024-06-28,stress,61.28,997.26,27.51,1.084
728,102,2024-06-29,normal,57.13,942.91,24.08,0.546
729,102,2024-06-30,normal,57.57,990.23,23.71,0.484
730,102,2024-07-01,normal,56.2,991.27,25.72,0.544
731,102,2024-07-02,normal,57.57,977.57,26.06,0.497
732,102,2024-07-03,peak,57.74,1115.69,31.07,0.696
733,102,2024-07-04,normal,56.99,918.09,24.5,0.593
734,102,2024-07-05,stress,60.24,1003.47,24.86,1.04
735,102,2024-07-06,normal,56.26,951.94,25.25,0.562
736,102,2024-07-07,normal,56.87,989.95,26.23,0.529
737,102,2024-07-08,peak,59.24,1098.64,26.52,0.608
738,102,2024-07-09,normal,57.66,985.42,27.05,0.552
739,102,2024-07-10,peak,59.33,1129.31,27.72,0.636
740,102,2024-07-11,normal,57.16,990.61,26.59,0.551
741,102,2024-07-12,normal,57.57,1053.62,25.41,0.543
742,102,2024-07-13,normal,56.52,1016.51,24.81,0.521
743,102,2024-07-14,normal,56.27,923.77,26.86,0.656
744,102,2024-07-15,normal,55.47,998.1,24.51,0.594
745,102,2024-07-16,normal,56.35,967.37,26.85,0.531
746,102,2024-07-17,peak,58.26,1066.21,26.14,0.567
747,102,2024-07-18,normal,57.53,981.12,26.34,0.538
748,102,2024-07-19,normal,57.65,985.24,26.77,0.571
749,102,2024-07-20,normal,55.68,984.55,26.01,0.585
750,102,2024-07-21,repair,53.35,805.74,24.86,0.813
751,102,2024-07-22,normal,55.22,945.78,27.07,0.616
752,102,2024-07-23,repair,53.82,794.02,27.64,0.87
753,102,2024-07-24,normal,58.12,962.23,25.75,0.48
754,102,2024-07-25,repair,54.61,745.73,22.67,0.925
755,102,2024-07-26,normal,56.49,951.82,23.9,0.553
756,102,2024-07-27,stress,58.28,984.6,24.37,1.086
757,102,2024-07-28,normal,56.96,964.77,23.08,0.53
758,102,2024-07-29,normal,56.35,952.77,23.69,0.548
759,102,2024-07-30,peak,58.21,1131.14,25.66,0.638
760,102,2024-07-31,normal,56.41,966.72,24.87,0.55
761,102,2024-08-01,normal,55.71,946.65,26.82,0.533
762,102,2024-08-02,normal,57.9,982.47,24.07,0.535
763,102,2024-08-03,stress,60.31,970.27,22.79,1.103
764,102,2024-08-04,normal,56.71,908.4,22.6,0.654
765,102,2024-08-05,normal,55.93,992.03,21.35,0.485
766,102,2024-08-06,normal,56.69,922.1,20.49,0.541
767,102,2024-08-07,normal,56.94,941.12,23.37,0.492
768,102,2024-08-08,normal,55.11,944.9,22.69,0.609
769,102,2024-08-09,normal,57.06,976.84,20.11,0.52
770,102,2024-08-10,normal,55.46,988.11,19.75,0.554
771,102,2024-08-11,repair,54.1,783.07,23.72,0.904
772,102,2024-08-12,normal,55.88,978.94,19.58,0.523
773,102,2024-08-13,normal,55.9,943.06,18.66,0.444
774,102,2024-08-14,normal,57.05,932.51,18.52,0.614
775,102,2024-08-15,repair,54.07,816.76,21.66,0.828
776,102,2024-08-16,normal,55.09,1048.56,17.72,0.497
777,102,2024-08-17,peak,56.99,1147.79,24.13,0.621
778,102,2024-08-18,normal,54.53,972.7,19.4,0.514
779,102,2024-08-19,normal,56.79,989.29,19.17,0.495
780,102,2024-08-20,normal,56.45,1005.84,20.77,0.482
781,102,2024-08-21,normal,55.77,950.87,20.49,0.555
782,102,2024-08-22,repair,54.05,807.38,21.0,0.91
783,102,2024-08-23,normal,57.68,985.18,18.28,0.506
784,102,2024-08-24,normal,57.46,980.94,20.71,0.459
785,102,2024-08-25,peak,57.98,1092.15,22.25,0.638
786,102,2024-08-26,normal,56.39,926.29,16.83,0.581
787,102,2024-08-27,normal,55.64,1021.2,20.06,0.562
788,102,2024-08-28,repair,53.44,781.48,15.96,0.847
789,102,2024-08-29,normal,55.44,940.37,17.73,0.55
790,102,2024-08-30,peak,57.48,1123.91,17.64,0.63
791,102,2024-08-31,normal,56.98,995.35,16.46,0.526
792,102,2024-09-01,normal,55.61,968.85,14.78,0.559
793,102,2024-09-02,peak,57.25,1125.23,14.68,0.628
794,102,2024-09-03,normal,56.8,968.38,17.81,0.53
795,102,2024-09-04,peak,56.93,1125.53,17.36,0.652
796,102,2024-09-05,normal,57.49,980.14,15.11,0.56
797,102,2024-09-06,normal,57.26,999.81,15.81,0.569
798,102,2024-09-07,peak,58.1,1116.9,17.62,0.68
799,102,2024-09-08,peak,57.98,1126.31,15.48,0.585
800,102,2024-09-09,stress,59.26,998.87,13.56,1.117
801,102,2024-09-10,stress,60.19,992.11,13.61,1.115
802,102,2024-09-11,normal,55.58,997.25,17.74,0.54
803,102,2024-09-12,normal,56.05,995.92,13.61,0.539
804,102,2024-09-13,stress,59.16,1024.69,13.33,1.067
805,102,2024-09-14,normal,56.23,1019.96,13.18,0.557
806,102,2024-09-15,peak,58.44,1135.99,14.52,0.67
807,102,2024-09-16,normal,56.08,1002.94,14.59,0.514
808,102,2024-09-17,normal,56.32,1008.48,11.21,0.537
809,102,2024-09-18,normal,54.24,991.07,12.06,0.534
810,102,2024-09-19,normal,55.1,974.52,7.75,0.521
811,102,2024-09-20,peak,57.55,1160.3,13.22,0.644
812,102,2024-09-21,stress,60.82,1033.87,10.19,1.02
813,102,2024-09-22,stress,60.74,1100.03,11.38,1.059
814,102,2024-09-23,normal,56.59,950.57,11.93,0.574
815,102,2024-09-24,normal,55.92,1017.69,11.05,0.508
816,102,2024-09-25,normal,55.8,1024.42,6.52,0.593
817,102,2024-09-26,peak,57.94,1148.97,11.18,0.614
818,102,2024-09-27,normal,55.4,986.43,11.86,0.581
819,102,2024-09-28,normal,55.46,986.12,10.95,0.499
820,102,2024-09-29,peak,58.49,1132.75,11.16,0.628
821,102,2024-09-30,normal,55.24,1035.0,7.97,0.555
822,102,2024-10-01,normal,55.17,989.4,11.27,0.549
823,102,2024-10-02,normal,56.34,1003.35,14.43,0.552
824,102,2024-10-03,peak,58.91,1085.8,8.64,0.723
825,102,2024-10-04,normal,54.57,997.74,10.63,0.556
826,102,2024-10-05,normal,55.47,993.84,8.58,0.596
827,102,2024-10-06,normal,56.45,972.6,5.55,0.563
828,102,2024-10-07,repair,53.16,839.99,5.61,0.848
829,102,2024-10-08,normal,56.49,1042.34,8.25,0.544
830,102,2024-10-09,repair,52.59,811.59,5.24,0.869
831,102,2024-10-10,normal,56.34,953.78,5.46,0.59
832,102,2024-10-11,normal,54.92,1081.54,6.47,0.556
833,102,2024-10-12,normal,55.72,994.44,9.78,0.582
834,102,2024-10-13,normal,56.54,987.35,8.15,0.506
835,102,2024-10-14,normal,54.62,958.56,6.34,0.507
836,102,2024-10-15,normal,56.59,1077.92,7.87,0.53
837,102,2024-10-16,normal,56.8,1050.25,4.78,0.542
838,102,2024-10-17,normal,56.51,1015.25,4.92,0.597
839,102,2024-10-18,stress,60.42,1103.81,4.25,1.157
840,102,2024-10-19,normal,58.86,986.6,3.53,0.558
841,102,2024-10-20,normal,57.72,1002.31,5.94,0.588
842,102,2024-10-21,stress,59.16,1097.25,6.25,1.115
843,102,2024-10-22,normal,56.23,1020.66,5.06,0.542
844,102,2024-10-23,normal,55.07,999.48,2.06,0.509
845,102,2024-10-24,peak,57.87,1160.57,4.4,0.615
846,102,2024-10-25,normal,55.81,1012.84,4.16,0.465
847,102,2024-10-26,repair,54.18,796.44,5.0,0.953
848,102,2024-10-27,normal,56.32,1058.61,2.18,0.576
849,102,2024-10-28,normal,55.63,1004.69,3.32,0.588
850,102,2024-10-29,normal,54.95,997.37,3.2,0.617
851,102,2024-10-30,normal,55.72,1050.81,1.96,0.525
852,102,2024-10-31,normal,57.26,957.35,3.48,0.521
853,102,2024-11-01,normal,57.51,1010.11,0.85,0.535
854,102,2024-11-02,normal,55.67,986.35,0.35,0.593
855,102,2024-11-03,peak,58.28,1154.49,0.51,0.71
856,102,2024-11-04,normal,55.72,1063.91,0.22,0.516
857,102,2024-11-05,normal,56.06,1040.79,4.69,0.554
858,102,2024-11-06,peak,58.22,1165.2,1.13,0.651
859,102,2024-11-07,normal,56.03,1052.31,-0.0,0.501
860,102,2024-11-08,normal,55.46,1038.4,-1.75,0.545
861,102,2024-11-09,normal,55.75,1066.04,1.34,0.564
862,102,2024-11-10,normal,57.67,1002.98,2.92,0.583
863,102,2024-11-11,normal,55.35,1041.97,-0.54,0.542
864,102,2024-11-12,stress,58.32,1105.31,-0.05,1.071
865,102,2024-11-13,normal,56.41,1013.55,-3.79,0.557
866,102,2024-11-14,peak,57.71,1136.98,-0.07,0.58
867,102,2024-11-15,normal,55.51,1064.42,-0.96,0.522
868,102,2024-11-16,repair,53.72,870.69,-1.11,0.866
869,102,2024-11-17,repair,54.26,874.46,-0.93,0.885
870,102,2024-11-18,normal,54.79,1025.52,-2.65,0.614
871,102,2024-11-19,peak,55.99,1129.83,-1.12,0.621
872,102,2024-11-20,normal,57.83,1052.51,-0.24,0.512
873,102,2024-11-21,normal,55.82,1036.16,-0.14,0.473
874,102,2024-11-22,normal,56.42,1081.36,-3.04,0.502
875,102,2024-11-23,stress,60.29,1082.34,-2.14,1.049
876,102,2024-11-24,normal,56.13,1032.79,-2.62,0.604
877,102,2024-11-25,peak,59.14,1161.46,-1.19,0.638
878,102,2024-11-26,normal,57.42,1043.39,-0.46,0.509
879,102,2024-11-27,peak,57.47,1213.04,-1.28,0.656
880,102,2024-11-28,stress,61.18,1105.19,-4.23,1.062
881,102,2024-11-29,normal,56.86,1053.8,-4.27,0.533
882,102,2024-11-30,normal,56.18,1002.31,-1.19,0.556
883,102,2024-12-01,normal,56.97,1037.97,-0.79,0.483
884,102,2024-12-02,normal,56.53,989.04,-2.28,0.498
885,102,2024-12-03,normal,55.37,1063.17,-2.25,0.598
886,102,2024-12-04,normal,55.6,1044.55,-4.57,0.557
887,102,2024-12-05,peak,60.27,1164.36,-2.86,0.617
888,102,2024-12-06,normal,56.62,1051.05,-0.68,0.515
